國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode
TW0006168008,6168,宏齊,上市 ,股票,光電業,2003/08/25,ESVUFR
TW0006172000,6172,互億,上市 ,股票,電腦及週邊設備業,2004/05/24,ESVUFR
TW0006176001,6176,瑞儀,上市 ,股票,光電業,2007/05/15,ESVUFR
TW0006177009,6177,達麗,上市 ,股票,建材營造業,2013/08/01,ESVUFR
TW0006183007,6183,關貿,上市 ,股票,資訊服務業,2011/12/01,ESVUFR
TW0006184005,6184,大豐電,上市 ,股票,其他業,2005/02/15,ESVUFR
TW0006189004,6189,豐藝,上市 ,股票,電子通路業,2004/05/24,ESVUFR
TW0006191000,6191,精成科,上市 ,股票,電子零組件業,2007/10/19,ESVUFR
TW0006192008,6192,巨路,上市 ,股票,其他電子業,2004/09/27,ESVUFR
TW0006196009,6196,帆宣,上市 ,股票,其他電子業,2004/05/24,ESVUFR
TW0006197007,6197,佳必琪,上市 ,股票,電子零組件業,2004/11/08,ESVUFR
TW0006201007,6201,亞弘電,上市 ,股票,其他電子業,2004/09/27,ESVUFR
TW0006202005,6202,盛群,上市 ,股票,半導體業,2004/09/27,ESVUFR
TW0006205008,6205,詮欣,上市 ,股票,電子零組件業,2008/01/21,ESVUFR
TW0006206006,6206,飛捷,上市 ,股票,電腦及週邊設備業,2004/08/03,ESVUFR
TW0006209000,6209,今國光,上市 ,股票,光電業,2004/11/08,ESVUFR
TW0006213002,6213,聯茂,上市 ,股票,電子零組件業,2008/01/21,ESVUFR
TW0006214000,6214,精誠,上市 ,股票,資訊服務業,2010/12/30,ESVUFR
TW0006215007,6215,和椿,上市 ,股票,其他電子業,2007/12/31,ESVUFR
TW0006216005,6216,居易,上市 ,股票,通信網路業,2004/09/27,ESVUFR
TW0006224009,6224,聚鼎,上市 ,股票,電子零組件業,2009/09/17,ESVUFR
TW0006225006,6225,天瀚,上市 ,股票,光電業,2004/09/27,ESVUFR
TW0006226004,6226,光鼎,上市 ,股票,光電業,2008/11/10,ESVUFR
TW0006230006,6230,超眾,上市 ,股票,電腦及週邊設備業,2010/09/16,ESVUFR
TW0006235005,6235,華孚,上市 ,股票,電腦及週邊設備業,2004/08/23,ESVUFR
TW0006239007,6239,力成,上市 ,股票,半導體業,2004/11/08,ESVUFR
TW0006243009,6243,迅杰,上市 ,股票,半導體業,2009/12/17,ESVUFR
TW0006251002,6251,定穎,上市 ,股票,電子零組件業,2009/03/18,ESVUFR
TW0006257009,6257,矽格,上市 ,股票,半導體業,2003/08/25,ESVUFR
TW0006269004,6269,台郡,上市 ,股票,電子零組件業,2003/09/23,ESVUFR
TW0006271000,6271,同欣電,上市 ,股票,半導體業,2007/11/16,ESVUFR
TW0006277007,6277,宏正,上市 ,股票,電腦及週邊設備業,2003/10/30,ESVUFR
TW0006278005,6278,台表科,上市 ,股票,光電業,2010/08/24,ESVUFR
TW0006281009,6281,全國電,上市 ,股票,電子通路業,2005/12/08,ESVUFR
TW0006282007,6282,康舒,上市 ,股票,電子零組件業,2003/09/08,ESVUFR
TW0006283005,6283,淳安,上市 ,股票,其他電子業,2008/01/21,ESVUFR
TW0006285000,6285,啟碁,上市 ,股票,通信網路業,2003/09/22,ESVUFR
TW0006288004,6288,聯嘉,上市 ,股票,汽車工業,2018/05/09,ESVUFR
TW0006289002,6289,華上,上市 ,股票,光電業,2003/08/28,ESVUFR
TW0006405004,6405,悅城,上市 ,股票,光電業,2013/11/28,ESVUFR
TW0006409006,6409,旭隼,上市 ,股票,其他電子業,2014/03/31,ESVUFR
TW0006412000,6412,群電,上市 ,股票,電子零組件業,2013/11/08,ESVUFR
TW0006414006,6414,樺漢,上市 ,股票,電腦及週邊設備業,2014/03/28,ESVUFR
KYG8190F1028,6415,矽力-KY,上市 ,股票,半導體業,2013/12/12,ESVUFR
TW0006416001,6416,瑞祺電通,上市 ,股票,通信網路業,2018/04/16,ESVUFR
KYG532651075,6431,光麗-KY,上市 ,股票,光電業,2014/12/04,ESVUFR
TW0006442007,6442,光聖,上市 ,股票,通信網路業,2015/07/14,ESVUFR
TW0006443005,6443,元晶,上市 ,股票,光電業,2015/10/01,ESVUFR
TW0006449002,6449,鈺邦,上市 ,股票,電子零組件業,2014/12/09,ESVUFR
KYG811801045,6451,訊芯-KY,上市 ,股票,半導體業,2015/01/26,ESVUFR
KYG7060F1019,6452,康友-KY,上市 ,股票,生技醫療業,2015/03/25,ESVUFR
KYG3808R1011,6456,GIS-KY,上市 ,股票,光電業,2015/06/12,ESVUFR
TW0006464001,6464,台數科,上市 ,股票,其他業,2015/12/16,ESVUFR
TW0006477003,6477,安集,上市 ,股票,光電業,2016/06/21,ESVUFR
TW0006491004,6491,晶碩,上市 ,股票,生技醫療業,2019/10/07,ESVUFR
TW0006504004,6504,南六,上市 ,股票,其他業,2013/05/07,ESVUFR
TW0006505001,6505,台塑化,上市 ,股票,油電燃氣業,2003/12/26,ESVUFR
KYG3790U1040,6525,捷敏-KY,上市 ,股票,半導體業,2016/04/12,ESVUFR
TW0006531007,6531,愛普,上市 ,股票,半導體業,2016/05/31,ESVUFR
TW0006533003,6533,晶心科,上市 ,股票,半導體業,2017/03/14,ESVUFR
KYG8676P1037,6541,泰福-KY,上市 ,股票,生技醫療業,2017/10/26,ESVUFR
TW0006552003,6552,易華電,上市 ,股票,半導體業,2017/01/10,ESVUFR
TW0006558000,6558,興能高,上市 ,股票,其他電子業,2018/12/05,ESVUFR
KYG4712A1013,6573,虹揚-KY,上市 ,股票,半導體業,2017/09/26,ESVUFR
TW0006579006,6579,研揚,上市 ,股票,電腦及週邊設備業,2017/08/21,ESVUFR
TW0006581002,6581,鋼聯,上市 ,股票,其他業,2018/01/30,ESVUFR
TW0006582000,6582,申豐,上市 ,股票,橡膠工業,2017/06/14,ESVUFR
KYG8587R1074,6591,動力-KY,上市 ,股票,電腦及週邊設備業,2017/12/28,ESVUFR
TW0006592009,6592,和潤企業,上市 ,股票,其他業,2019/12/09,ESVUFR
KYG0488D1051,6598,ABC-KY,上市 ,股票,生技醫療業,2020/06/09,ESVUFR
TW0006605009,6605,帝寶,上市 ,股票,汽車工業,2004/03/17,ESVUFR
TW0006625007,6625,必應,上市 ,股票,其他業,2018/02/07,ESVUFR
KYG416551045,6641,基士德-KY,上市 ,股票,其他業,2018/09/21,ESVUFR
TW0006655004,6655,科定,上市 ,股票,其他業,2018/11/28,ESVUFR
KYG569831020,6666,羅麗芬-KY,上市 ,股票,生技醫療業,2018/11/19,ESVUFR
TW0006668007,6668,中揚光,上市 ,股票,光電業,2018/12/12,ESVUFR
TW0006669005,6669,緯穎,上市 ,股票,電腦及週邊設備業,2019/03/27,ESVUFR
TW0006670003,6670,復盛應用,上市 ,股票,其他業,2018/12/18,ESVUFR
KYG7806W1033,6671,三能-KY,上市 ,股票,其他業,2018/12/11,ESVUFR
KYG9353A1040,6672,騰輝電子-KY,上市 ,股票,電子零組件業,2019/04/17,ESVUFR
TW0006674005,6674,鋐寶科技,上市 ,股票,通信網路業,2018/11/28,ESVUFR
TW0006698004,6698,旭暉應材,上市 ,股票,其他電子業,2019/11/25,ESVUFR
TW0006706005,6706,惠特,上市 ,股票,光電業,2019/12/19,ESVUFR
TW0006715006,6715,嘉基,上市 ,股票,電子零組件業,2019/12/12,ESVUFR
TW0006743008,6743,安普新,上市 ,股票,其他電子業,2020/12/14,ESVUFR
TW0006754005,6754,匯僑設計,上市 ,股票,其他業,2020/08/25,ESVUFR
TW0006756000,6756,威鋒電子,上市 ,股票,半導體業,2020/12/24,ESVUFR
TW0008011008,8011,台通,上市 ,股票,通信網路業,2011/09/19,ESVUFR
TW0008016007,8016,矽創,上市 ,股票,半導體業,2003/12/25,ESVUFR
TW0008021007,8021,尖點,上市 ,股票,其他電子業,2008/01/21,ESVUFR
TW0008028002,8028,昇陽半導體,上市 ,股票,半導體業,2018/07/10,ESVUFR
TW0008033002,8033,雷虎,上市 ,股票,其他業,2007/06/21,ESVUFR
TW0008039009,8039,台虹,上市 ,股票,電子零組件業,2009/12/17,ESVUFR
TW0008046004,8046,南電,上市 ,股票,電子零組件業,2006/04/07,ESVUFR
TW0008070004,8070,長華*,上市 ,股票,電子通路業,2007/12/31,ESVUFR
TW0008072000,8072,陞泰,上市 ,股票,電子通路業,2005/08/19,ESVUFR
TW0008081001,8081,致新,上市 ,股票,半導體業,2008/12/30,ESVUFR
TW0008101007,8101,華冠,上市 ,股票,通信網路業,2004/07/01,ESVUFR
TW0008103003,8103,瀚荃,上市 ,股票,電子零組件業,2009/09/29,ESVUFR
TW0008104001,8104,錸寶,上市 ,股票,光電業,2019/01/17,ESVUFR
TW0008105008,8105,凌巨,上市 ,股票,光電業,2006/12/27,ESVUFR
TW0008110008,8110,華東,上市 ,股票,半導體業,2007/10/31,ESVUFR
TW0008112004,8112,至上,上市 ,股票,電子通路業,2007/12/31,ESVUFR
TW0008114000,8114,振樺電,上市 ,股票,電腦及週邊設備業,2012/11/26,ESVUFR
TW0008131004,8131,福懋科,上市 ,股票,半導體業,2007/11/29,ESVUFR
TW0008150004,8150,南茂,上市 ,股票,半導體業,2014/04/11,ESVUFR
TW0008163007,8163,達方,上市 ,股票,電腦及週邊設備業,2007/11/28,ESVUFR
TW0008201005,8201,無敵,上市 ,股票,其他電子業,2007/10/29,ESVUFR
TW0008210006,8210,勤誠,上市 ,股票,電腦及週邊設備業,2011/12/01,ESVUFR
TW0008213000,8213,志超,上市 ,股票,電子零組件業,2009/12/25,ESVUFR
TW0008215005,8215,明基材,上市 ,股票,光電業,2010/11/12,ESVUFR
TW0008222001,8222,寶一,上市 ,股票,電機機械,2015/01/27,ESVUFR
TW0008249004,8249,菱光,上市 ,股票,電子零組件業,2005/05/17,ESVUFR
TW0008261009,8261,富鼎,上市 ,股票,半導體業,2009/12/11,ESVUFR
TW0008271008,8271,宇瞻,上市 ,股票,半導體業,2010/12/29,ESVUFR
TW0008341009,8341,日友,上市 ,股票,其他業,2015/03/23,ESVUFR
TW0008367004,8367,建新國際,上市 ,股票,航運業,2018/09/12,ESVUFR
TW0008374000,8374,羅昇,上市 ,股票,電機機械,2008/12/25,ESVUFR
KYG684631016,8404,百和興業-KY,上市 ,股票,其他業,2011/05/18,ESVUFR
KYG525911072,8411,福貞-KY,上市 ,股票,其他業,2011/11/01,ESVUFR
TW0008422007,8422,可寧衛,上市 ,股票,其他業,2011/10/05,ESVUFR
KYG525341072,8427,基勝-KY,上市 ,股票,其他業,2011/12/06,ESVUFR
KYG513871015,8429,金麗-KY,上市 ,股票,貿易百貨業,2012/12/20,ESVUFR
KYG981151015,8442,威宏-KY,上市 ,股票,其他業,2016/11/08,ESVUFR
TW0008443003,8443,阿瘦,上市 ,股票,貿易百貨業,2014/09/15,ESVUFR
TW0008454000,8454,富邦媒,上市 ,股票,貿易百貨業,2014/12/19,ESVUFR
TW0008462003,8462,柏文,上市 ,股票,觀光事業,2019/03/15,ESVUFR
TW0008463001,8463,潤泰材,上市 ,股票,其他業,2015/07/13,ESVUFR
TW0008464009,8464,億豐,上市 ,股票,其他業,2015/12/22,ESVUFR
KYG332481087,8466,美吉吉-KY,上市 ,股票,其他業,2016/11/01,ESVUFR
KYG144971044,8467,波力-KY,上市 ,股票,其他業,2015/12/15,ESVUFR
TW0008473000,8473,山林水,上市 ,股票,其他業,2016/09/08,ESVUFR
TW0008478009,8478,東哥遊艇,上市 ,股票,其他業,2017/12/11,ESVUFR
KYG8661F1028,8480,泰昇-KY,上市 ,股票,其他業,2017/01/17,ESVUFR
TW0008481003,8481,政伸,上市 ,股票,其他業,2017/02/24,ESVUFR
KYG806341015,8482,商億-KY,上市 ,股票,其他業,2018/08/15,ESVUFR
KYG5140K1085,8488,吉源-KY,上市 ,股票,其他業,2016/12/13,ESVUFR
KYG8923R1002,8499,鼎炫-KY,上市 ,股票,其他業,2017/11/24,ESVUFR
TW0008926007,8926,台汽電,上市 ,股票,油電燃氣業,2003/08/25,ESVUFR
TW0008940008,8940,新天地,上市 ,股票,觀光事業,2009/05/15,ESVUFR
TW0008996000,8996,高力,上市 ,股票,電機機械,2014/02/14,ESVUFR
KYG368891068,9802,鈺齊-KY,上市 ,股票,其他業,2012/10/18,ESVUFR
TW0009902007,9902,台火,上市 ,股票,其他業,1964/07/14,ESVUFR
TW0009904003,9904,寶成,上市 ,股票,其他業,1990/01/19,ESVUFR
TW0009905000,9905,大華,上市 ,股票,其他業,1990/08/08,ESVUFR
TW0009906008,9906,欣巴巴,上市 ,股票,建材營造業,1990/12/15,ESVUFR
TW0009907006,9907,統一實,上市 ,股票,其他業,1991/01/29,ESVUFR
TW0009908004,9908,大台北,上市 ,股票,油電燃氣業,1991/02/06,ESVUFR
TW0009910000,9910,豐泰,上市 ,股票,其他業,1992/02/18,ESVUFR
TW0009911008,9911,櫻花,上市 ,股票,其他業,1992/07/16,ESVUFR
TW0009912006,9912,偉聯,上市 ,股票,電腦及週邊設備業,1992/08/08,ESVUFR
TW0009914002,9914,美利達,上市 ,股票,其他業,1992/09/30,ESVUFR
TW0009917005,9917,中保科,上市 ,股票,其他業,1993/12/08,ESVUFR
TW0009918003,9918,欣天然,上市 ,股票,油電燃氣業,1994/04/26,ESVUFR
TW0009919001,9919,康那香,上市 ,股票,其他業,1994/11/04,ESVUFR
TW0009921007,9921,巨大,上市 ,股票,其他業,1994/12/29,ESVUFR
TW0009924001,9924,福興,上市 ,股票,其他業,1995/03/15,ESVUFR
TW0009925008,9925,新保,上市 ,股票,其他業,1995/12/09,ESVUFR
TW0009926006,9926,新海,上市 ,股票,油電燃氣業,1998/04/08,ESVUFR
TW0009927004,9927,泰銘,上市 ,股票,其他業,1999/03/12,ESVUFR
TW0009928002,9928,中視,上市 ,股票,其他業,1999/08/09,ESVUFR
TW0009929000,9929,秋雨,上市 ,股票,其他業,1999/06/28,ESVUFR
TW0009930008,9930,中聯資源,上市 ,股票,其他業,1999/11/22,ESVUFR
TW0009931006,9931,欣高,上市 ,股票,油電燃氣業,2000/03/21,ESVUFR
TW0009933002,9933,中鼎,上市 ,股票,其他業,1993/05/28,ESVUFR
TW0009934000,9934,成霖,上市 ,股票,其他業,2000/09/11,ESVUFR
TW0009935007,9935,慶豐富,上市 ,股票,其他業,2000/09/11,ESVUFR
TW0009937003,9937,全國,上市 ,股票,油電燃氣業,2000/09/11,ESVUFR
TW0009938001,9938,百和,上市 ,股票,其他業,2001/01/12,ESVUFR
TW0009939009,9939,宏全,上市 ,股票,其他業,2001/03/02,ESVUFR
TW0009940007,9940,信義,上市 ,股票,其他業,2001/09/17,ESVUFR
TW0009941005,9941,裕融,上市 ,股票,其他業,2001/09/17,ESVUFR
TW0009942003,9942,茂順,上市 ,股票,其他業,2002/01/28,ESVUFR
TW0009943001,9943,好樂迪,上市 ,股票,觀光事業,2002/08/26,ESVUFR
TW0009944009,9944,新麗,上市 ,股票,其他業,2002/08/26,ESVUFR
TW0009945006,9945,潤泰新,上市 ,股票,其他業,1992/04/30,ESVUFR
TW0009946004,9946,三發地產,上市 ,股票,建材營造業,2013/09/17,ESVUFR
TW0009955005,9955,佳龍,上市 ,股票,其他業,2008/01/21,ESVUFR
TW0009958009,9958,世紀鋼,上市 ,股票,鋼鐵工業,2008/03/12,ESVUFR
