下的關鍵字,時間,網址,新聞標題,內容
新冠肺炎,2020-10-06 21:44:00,https://news.cnyes.com/news/id/4529861,〈美股早盤〉Fed鮑爾發表談話前夕 主要指數開盤狹幅震盪,在聯準會 (Fed) 主席鮑爾 (Jerome Powell) 就經濟前景發表談話前，週二 (6 日) 美股早盤狹幅震盪，道瓊工業指數開盤一度漲逾 80 點後收斂，那斯達克指數跌 0.09%，費半漲 0.21%，標普 500 指數漲 0.09%。Fed 主席鮑爾將在美東時間週二 (5 日) 上午 10:40 出席全美企業經濟協會 (National Association for Business Economics)，就美國經濟前景發表談話。分析師認為，市場將著重在他對國會尚未達成新一輪紓困協議的看法。鮑爾此前一再呼籲，美國經濟復甦路徑，很大程度上取決政府對於疫情的控制，以及各級政府是否能盡快採取必要政策行動，以紓困措施來提供援助。美國眾議院議長佩洛西 (Nancy Pelosi) 和財長梅努欽 (Steven Mnuchin) 週一 (5 日) 展開約 1 小時的電話會議，但仍未就紓困方案達成共識，不過，接下來雙方將針對具體金額展開討論，並為週二 (6 日) 的談判作準備。美國總統川普週一 (5 日) 自沃爾特里德國軍醫療中心出院並返回白宮，白宮醫師 Sean Conley 表示：「雖然總統尚未完全康復，但我和我的團隊的評估一致，最重要的是，臨床數據顯示總統可以安全出院，並繼續接受一流的醫療照顧。」川普競選團隊也表示，川普有意參加 10 月 15 日於邁阿密舉行的第二場美國大選辯論。離院前，川普在推特上表示：「我們很快就會重返競選活動！假新聞只會反映假民調。」思科 (CSCO-US) 早盤下跌 0.13％，至 38.52 美元。美國地方法院法官週一 (5 日) 裁決，由於侵犯 Centripetal Networks 的四項網路安全專利，思科必須向該公司支付近 19 億美元賠償金。思科表示，鑑於有充分證據證明思科並未侵權，該公司對於判決感到失望，將進一步向美國聯邦巡迴上訴啊願提起上訴。BioNTech(BNTX-US) 早盤上漲 8.66％，至 87.69 美元；輝瑞 PFE-US) 上漲 0.6％，至 36.97 美元。兩家製藥商宣布，已向歐洲藥品管理局 (EMA)批次送審 (rolling submission) 新冠病毒候選疫苗 BNT162b2 。作為批次審核 (rolling review) 的一部份，EMA 已開始評估臨床試驗的數據，正式的市場授權申請將在審核後確定。西南航空 (LUV-US) 早盤上漲 0.83％，至 38.81 美元。西南航空要求工會透過減薪來幫助公司改善業務虧損情況，作為 2021 年前不放無薪假、不裁員的條件，西南航空執行長 Gary Kelly 也將加入這場撙節行動，他將放棄 2021 年底前的所有薪水，並要求高級管理人員減薪 20％。Principal Global Investors 策略師 Seema Shah 表示：「人們正在等待投票結果，預計市場波動將持續加劇，現在不是就市場定價做出草率決定的時機。」Brooks Macdonald 投資長 Edward Park 表示：「一兩個月前，市場表現出對川普勝選的偏好，現在則偏向拜登 (Joe Biden)，轉變的原因在於投票爭議的預期以及紓困方案談判。
新冠肺炎,2020-10-06 18:28:00,https://news.cnyes.com/news/id/4529940,台微體新冠肺炎新方案 獲TFDA核准將啟動一期臨床,台微體 (4152-TW) 今 (6) 日宣布，旗下研發的新冠肺炎新方案、羥氯奎寧微脂體吸入懸浮劑 TLC19，獲得台灣衛福部食藥署 (TFDA) 核准，將可進行一期臨床試驗。台微體表示，TLC19 通過一期臨床試驗申請後，將蒐集健康受試者的安全數據，並將試驗數據與 TFDA、財團法人醫藥品查驗中心 (CDE) 進行新冠病毒專案法規科學輔導諮詢，根據討論結果，加速進入新冠肺炎患者的二期臨床試驗。台微體指出，截至今日，全球新冠肺炎確診病例數已達 3536 萬人、死亡人數超過 103 萬人；美國授權 Gilead 藥廠的瑞德西韋 (remdesivir)，以緊急使用授權方式治療新冠肺炎重症患者，5 天療程費用高達 3120 美元 (約新台幣 9 萬元)。法國市調機構 ReportLinker 則預估，瑞德西韋今年全年銷售額上看 20 億美元，年複合成長率達 29.02%，估 2023 年可達 42 億美元。法人看好，隨著台微體的 TLC19 羥氯奎寧微脂體吸入懸浮劑將進入一期臨床試驗，若開發順利有望搶下市場。台微體開發的懸浮劑 TLC19，劑量為口服的百分之一，可直接傳遞至上呼吸道及肺部，具備快速、方便及毒性較低等特性，適用於輕症患者，或是高風險族群，如醫護人員等，若臨床數據正向，有望成為新冠疫苗施打前的防疫物資之一
新冠肺炎,2020-10-06 17:32:00,https://news.cnyes.com/news/id/4529873,亞諾法8月稅後純益年增逾1倍 每股賺0.1元,檢測試劑廠亞諾法 (4133-TW) 今 (6) 日公告自結，受惠旗下 RNA 萃取系統、抗體快篩試劑銷售增溫，8 月稅前淨利 793 萬元，月增 55.19%、年增 139%；稅後純益 635 萬元，月增 78.87%，年增 139%，每股純益 0.1 元。亞諾法旗下產品線包括核酸檢測試劑 (RT-PCR)、抗原 / 抗體快篩試劑、自動化 ELISA 快篩抗體試劑等，截至今年 8 月，新冠病毒相關產品營收比重已攀升至 21%。亞諾法表示，新冠肺炎疫情持續蔓延，檢測試劑銷量同步成長，不過，預期檢測病毒產品，將從初期的核酸分子檢測 RT-PCR，轉移至抗體快篩、綜合性抗體檢測等，最終則為疫苗等治療方法。亞諾法除繼出一系列新冠檢測試劑，與國際生技廠商 Acuitas Therapeutics 共同研發新冠疫苗，採取新型疫苗 mRNA 模式，此優勢在於開發中的病毒可自行複製，疫苗效果也較佳，目前初步試驗效果正向
新冠肺炎,2020-10-06 11:20:00,https://news.cnyes.com/news/id/4529656,歐洲政府首度來台採購流感疫苗 國光生將出貨逾10萬劑,台灣四價流感疫苗開打，不過今年遇上新冠肺炎疫情，全球對流感疫苗需求暴增，其中，歐洲政府首度來台詢問流感疫苗供貨狀況，由國內疫苗大廠國光生 (4142-TW) 搶下訂單，國光生預計本季陸續出貨超過 10 萬劑，且雙方已在洽談明年訂單。全球新冠肺炎疫情尚未結束，又即將進入流感病毒高峰季節，此外，新冠病毒與流感病毒初期感染症狀不易分辨，各國呼籲今年施打流感疫苗的必要，推升疫苗需求暴增。據了解，全球各疫苗廠今年全年供貨量年增逾 15%，仍供不應求，其中，歐洲政府、藥廠首度來台詢問流感疫苗，由國光生拿下約 10 萬劑訂單，預計本季開始陸續出貨。其他海外市場部分，國光生今年中國客戶增加自費流感疫苗訂單，將比去年多逾 20 萬劑、共 30 萬劑；且將進軍泰國市場，只是現有產能滿載、新市場仍需時間，估今年出貨約 1 萬劑。價格方面，據悉，海外出貨價格會依照國家消費指數訂價，但最終價格，將高於在台公費流感疫苗的 240 元，若以國光生今年海外訂單約 40 萬劑來看，營收貢獻上看 1.2 億元
新冠肺炎,2020-10-06 08:32:00,https://news.cnyes.com/news/id/4529592,美國中西部疫情升溫 專家憂冬季引發「雙重流行病疫情」,美國新冠肺炎疫情再次升溫，病毒席捲大多數中西部農村和小城市，並迫使紐約市宣布關閉位處疫情熱點的學校。專家警告，隨著學校重新開放和天氣轉涼，疫情可能迅速惡化，甚至與流感合併引發「雙重流行病疫情 (twindemic)」。據統計，儘管疫情已在加州和佛羅里達州等人口稠密區趨緩，美國仍有 34 個州的 7 天平均新增病例高於一個月前水準，其中內布拉斯加州 (Nebraska) 上週六 7 天平均新病例數達到創紀錄的水準，肯塔基州 (Kentucky) 上週六 (3 日) 更創單日確診新紀錄。其中，中、西部地區如威斯康辛州 (Wisconsin)、蒙大拿州 (Montana) 和達科他州 (Dakotas) 疫情升溫，阿肯色州 (Arkansas) 在上周日刷新 8 月來的住院人數新高，而美國大城紐約市也在周一 (5 日) 關閉疫情熱點地區的學校。田納西州 Vanderbilt University 傳染病學教授 William Schaffner 表示，由於農村地區多缺乏保持社交距離與戴口罩習慣，新冠肺炎可能與即將來臨的寒冬和流行性感冒結合導致「雙重流行病疫情」，進一步為美國衛生醫療系統帶來壓力。美國疾病預防控制中心 (CDC) 周二也在網站更新表示，新冠肺炎可藉由空氣中懸浮微粒、飛沫與受汙染表面進行傳播，密閉空間與通風不良區域更容易傳染，建議人們至少相距 1.8 公尺 (6 英尺) 以避免接觸病毒。北美氣溫降低，加上許多州重啟學校、室內社交活動增加，都加深染疫的隱憂，醫學專家也不斷警告新冠肺炎疫情重燃的可能。即使疫苗獲得批准，也很難在幾個月內發放給多數民眾。Scripps Research Translational Institute 所長 Eric Topol 表示：「近期美國的處境非常糟糕，疫情並未得到良好控制，每天新增病例也沒有少於 20，000 例，再這樣下情，疫情只會繼續惡化。」
新冠肺炎,2020-10-06 07:04:00,https://news.cnyes.com/news/id/4529591,疫情與復甦趨緩雙壓力 川普連任之路面臨挑戰,隨著 9 月就業成長趨緩，再加上川普團隊新冠肺炎確診病例頻傳，以及多州出現疫情二次爆發的跡象，新冠肺炎疫情控制與美國經濟復甦正在左右美國總統川普的連任之路，而川普可能無力承擔更多的負面消息。AFG Investments 美國首席政策策略師 Greg Valliere 說：「現階段可以發現美國經濟復甦開始趨緩，勞動力市場也應證這點，原先看似已控制的疫情又再度爆發，兩方面顯示都不利川普。」隨著這兩個問題慢慢浮現，川普支持度逐漸落後，根據 RealClearPolitics 最新統計，拜登現在領先川普 8.3 個百分點，此外，上周日 (4 日) NBC 新聞與華爾街日報 (WSJ) 聯合民調顯示，拜登得分領先川普約 14 個百分點，顯示兩人的民調差距擴大。儘管美國三、四月經濟停滯以來已開出 1，140 萬個職缺，但九月非農就業新增人口還不及八月份數據的一半，每週申請失業救濟金人數也超過 80 萬，而失業率雖已自 4 月的 14.7% 降至 7.9%，但仍是至少 1948 年以來歷屆總統中最高的水準。不過，美銀全球研究的最新調查顯示，其餘大部分其他經濟數據相對穩定，第三季 GDP 成長率有望達到 33%，服務與製造業 PMI 也出現回升，然而，疫情隱憂隨著冬季來臨增加，市場也預估第四季的經濟成長可能明顯放緩。MacKay Shields 資深總體經濟學家 Steve Friedman 也擔憂經濟復甦正在放緩，Friedman 說'：「疫情一日不平，財政政策就會停滯不前，對經濟造成永久性損害的可能性就越大。目前疫情傷害已經造成，中長期的經濟成長可能因此承受壓力。」由政治方面來看，川普的選舉韌性有目共睹，儘管 2016 年大選民調多落後於希拉蕊 (Hillary Clinton)，但川普最終仍出線就任總統。和當年同一個時間點相比，今年川普在關鍵搖擺州對上拜登的表現，實際上略優於當年川普對決希拉蕊。然而，拜登的整體支持率比希拉蕊高出 3 個百分點，淨好感度也高了 3 個百分點。這些數字表明，今年選舉可能不會按照 2016 年的腳本走，川普可能無法複製當年在普選小輸、但選舉人團票數勝出的局面。Beacon Research 表示：「川普雖能在四年前度過十月驚奇，但 2020 年不是 2016 年，川普染疫正值他爭取連任和共和黨參院多數的風雨飄搖時刻。在選舉日來臨前，疫情和大眾對他的關注，已成為川普力圖改變選情所需承擔的龐大機會成本。
新冠肺炎,2020-10-06 06:25:00,https://news.cnyes.com/news/id/4529547,〈美股盤後〉川普證實即將出院 道瓊喜漲逾400點,週一 (5 日) 美國總統川普病情好轉，加上新一輪刺激法案通過的可能性大增，美股早盤喜漲，美債殖利率飆升、美元走弱。尾盤時段，川普推文證實他即將出院，此消息助攻美股衝高，聯電與台積電 ADR 強漲逾 4%，四大指數收復上週五失地，道瓊漲逾 400 點，費半漲逾 3%。川普週一尾盤推文宣布，他健康狀況良好即將出院，將在美東部時間週一 (5 日) 晚間 6 點半 (台北時間週二上午 6 點半) 離開「華特里德國家軍事醫學中心」，從入院至出院治療僅三天。白宮醫師 Sean Conley 說，在過去 24 小時內，川普病情持續改善，但警告，川普雖符合出院標準，但尚未完全康復，白宮醫療團隊抱持警慎樂觀的態度。財政紓困措施方面，眾議院議長佩洛西週一和財務部長梅努欽進行電話會議，雙方仍未達成共識，兩人希望週二再次對談。全球新冠肺炎 (COVID-19) 疫情持續蔓延，截稿前，據美國約翰霍普金斯大學 (Johns Hopkins University) 即時統計，全球確診數已飆破 3，520 萬例，死亡數突破 103 萬例。美國累計確診超過 741 萬例，累計死亡數超過 20.9 萬。世衛 (WHO) 緊急事件規劃執行主任 Mike Ryan 表示，全球人口恐有十分之一感染新冠肺炎，約為目前確診數 20 倍以上。週一 (5 日) 美股四大指數表現：五大科技巨擎齊頭式大漲。蘋果 (AAPL-US) 上漲 3.08%；微軟 (MSFT-US) 上漲 2.03%；亞馬遜 (AMZN-US) 上漲 2.37%；Alphabet (GOOGL-US) 上漲 1.87%；臉書 (FB-US) 上漲 1.81%。道瓊成分股全數收紅。安進 (AMGN-US) 上漲 4.32%；陶氏化學 (DOW-US) 上漲 2.68%；旅行家 (TRV-US) 上漲 3.07%；雪佛龍 (CVX-US) 上漲 2.12%；卡特彼勒 (CAT-US) 上漲 2.37%。費半成分股集體勁揚。AMD (AMD-US) 上漲 5.32%；美光 (MU-US) 上漲 2.26%；英特爾 (INTC-US) 上漲 1.33%； NVIDIA (NVDA-US) 上漲 4.44%；高通 (QCOM-US) 上漲 4.37%；應材 (AMAT-US) 上漲 4.11%。台股 ADR 同步收高 。聯電 ADR (UMC-US) 上漲 4.78%；台積電 ADR (TSM-US) 上漲 4.63%；日月光 ADR (ASX-US) 上漲 2.73%；中華電信 ADR (CHT-US) 上漲 1.24%。焦點個股消息川普採生物公司 Regeneron 的實驗性「抗體雞尾酒療法」治療，且投行 Cantor Fitzgerald 給予升評，Regeneron (REGN-US) 週一續漲 7.13%。美國銀行將麥當勞目標價提高至華爾街最高 250 美元，財經專家 Jim Cramer 也大讚麥當勞是非常高優質的企業，麥當勞 (MCD-US) 週一上漲 1.53%。投行 Oppenheimer 研究報告稱，星巴克具有吸引力的盈利能力，促使星巴克 (SBUX-US) 上漲 2.19%。經濟數據華爾街分析路透社 / 易普索最新出爐的民調顯示，拜登民調領先幅度擴大，51% 受訪者支持拜登，41% 受訪者表示支持川普。巴克萊宏觀研究主管 Ajay Rajadhyaksha 認為，鑒於拜登在大多數民調中一路領先，這似乎降低了 11 月 3 日後出現長期不確定性的可能性，市場認為拜登獲勝的可能性更大，出現有爭議結果的可能性更小。BK 資產管理公司董事總經理 Boris Schlossberg 稱，週一美股走勢是暗示性的賭注，即「將會有大規模的財政刺激支出。」Boris Schlossberg 提到，鑒於民調結果，拜登能否獲勝甚至都不是問題，但市場真正需要的是拜登壓倒性的勝利，這對真正的財政支出和市場持續上漲都是必要的。美銀財富管理公司 Ascent Private Wealth Group 國家投資策略師 Tom Hainlin 表示，沒有疫苗的突破，美國處於溫和復甦的經濟中，但只能走到現在為止。Tom Hainlin 稱，易受到疫情影響的產業仍舉步維艱，這就是為什麼我們需要聯準會和國會如此多的經濟刺激
新冠肺炎,2020-10-06 04:54:00,https://news.cnyes.com/news/id/4529558,高盛：歐洲央行可能年底加碼PEPP購債4000億歐元,隨著歐元區通膨前景走疲，高盛 (Goldman Sachs) 預測歐洲央行 (ECB)12 月將進一步加碼，將疫情緊急購債計劃 (PEPP) 規模提高 4000 億歐元 (約 4700 億美元)。高盛週一 (5 日) 發布報告表示，除了加碼 4000 億歐元外，ECB 可能將購債行動再延長 6 個月，至 2021 年底，另外，ECB 針對到期資產的再投資計劃也將持續至 2023 年底，高收債可能成為央行接下來的目標。ECB 上月維持三大主要利率不變，並將疫情緊急購債規模維持在 1.35 兆歐元不變，預計持續至明年 6 月底。Soeren Radde 在內的高盛分析師表示，相較於透過降息，或是擴大一般的購債計劃，PEPP 在支撐歐元區經濟方面，尤其是南歐，可能帶動更有效的經濟復甦，因為 PEPP 在縮小信用利差上所發揮的效果更強大。投資所承擔的違約風險因債券信用評等而異，當所持有債券違約風險較高時，投資人會要求較高的風險貼水，而一檔公司債的殖利率與公債殖利率的差額，就稱為信用利差 (Credit Spread)，信用利差可作為投資人對市場的監測指標，在經濟擴張期，企業營收改善，市場現金流量增加，違約風險降低，而信用利差則會縮窄。高盛還認為，ECB 可能考慮其他政策工具，包含改變對銀行的長期貸款期限，或是以利率分層機制，來緩解負利率對銀行獲利帶來的沈重壓力
新冠肺炎,2020-10-06 04:11:00,https://news.cnyes.com/news/id/4529579,川普推文今晨6點半出院 白宮醫生：他尚未完全康復,週一 (5 日) 美國總統川普推文表示，他健康狀況良好即將出院，結束為期三天的新冠療程，這緩解了人們對大選前更多政治不確定性的擔憂，激勵美股尾盤大漲。川普週一推文表示：「我將在週一晚間 6 點半 (台北時間週二上午 6 點半) 離開醫療中心。」川普稱：「目前感覺很好！不用害怕新冠肺炎 (COVID-19)，別讓病毒主宰你的生活。在川普政府領導下，我們研發一些非常棒的藥物並拓展知識面。我感覺身體比 20 年前好多了！」白宮醫生 Sean Conley 週一受訪時表示，川普已達出院標準，但尚未完全康復。Sean Conley 稱：「過去 24 小時內，總統病情持續改善，他已達到或甚至超過所有出院標準。」Sean Conley 提到：「儘管總統可能尚未完全康復，但我和醫療團隊都同意所有的評估結果。重點是總統臨床報告顯示他可出院回家，並得到世界一流的全天候醫療照顧。」Sean Conley 警告川普病情仍可能會發生變化，但白宮醫療團隊所有人都抱持謹慎、樂觀和警戒的態度。川普上週日 (4 日) 曾短暫放風乘車離開「華特裡德國家軍事醫學中心」，向留守院外的支持者揮手致意，力證自己病情轉好。但此舉也引發外界批評，川普將身邊人置於危險之中，車內除川普外的所有人都應該隔離 14 天。川普對此推文抱怨：「有些媒體對此感到很失望，就是因為我坐在一輛安全的車，向那些在院外站好幾個小時，甚至好幾天的支持者們表達謝意。但如果我不這樣做，媒體又會說我很無理！！」白宮發言人 Judd Deere 回應，車內相關人員都採取適當的預防措施，以保護總統及院外所有支持民眾，並且經過了醫療團隊的確認，這是可以安全進行的。」川普有過度治療風險?上週川普證實確診後出現突然出現疲倦、呼吸困難等症狀，接著被緊急送至沃爾特里德國家軍事醫學中心進行治療，由於現年 74 歲的川普是新冠肺炎重症的高危險群，入院病徵狀況引起全球關切。此期間一度傳出川普病情惡化，血氧濃度兩度下降，白宮醫療團隊稱，川普先後使用 Regeron (REGN-US) 抗體雞尾酒療法、吉利德 (GILD-US) 的瑞德西韋 (Remdesivir) 以及地塞米松 (Dexamethasone) 等藥物治療。由於地塞米松 Dexamethasone 僅對新冠重症病患適用，外界一度質疑醫療團隊堅稱「川普情況很好」的說法。此外，醫療專家表示，川普還有被過度治療的風險。前巴爾的摩市公共衛生專員溫麟衍還指出：「我確實治療過很多被認為是 VIP 的病患，這些病人希望得到最好的治療，但這往往導致他們得到過度治療，這是有風險的。川普很可能是唯一接受這三種療法的新冠病患。
新冠肺炎,2020-10-06 03:57:00,https://news.cnyes.com/news/id/4529559,Nvidia砸4000萬英鎊打造超級電腦「Cambridge-1」 瞄準醫療AI領域,2020 年 Nvidia GPU 技術大會 (GTC) 週一 (5 日) 於線上展開，Nvidia 表示將花費 4000 萬英鎊 (約 5200 萬美元)，於英國打造最強大的超級電腦「Cambridge-1」，利用人工智慧 (AI) 幫助醫療及藥物開發領域面對艱難的醫學挑戰，包含新冠肺炎 (COVID-19)。Nvidia 表示，Cambridge-1 預計今年底上線，採用 NVIDIA DGX SuperPOD 架構組成，在全球 500 強超級電腦中排名第 29 名，也是英國最強大的電腦，未來將應用於醫療及藥物開發領域的 AI 研究。Nvidia 指出，Cambridge-1 的人工智慧性能將達到每秒 400 千兆次浮點運算 (400 petaFLOPS)，躋身全球三大最節能的超級電腦行列。petaFLOP 是衡量電腦處理速度的指標，1 petaFLOP 相當於每秒 1 千兆次浮點運算。Nvidia 創辦人兼執行長黃仁勳表示：「為了因應全球最急迫的醫療挑戰，我們將需要強大的運算資源，Cambridge-1 將作為英國的創新中心，支持研究人員在醫療保健和藥物研發領域所做的開創性工作。」葛蘭素史克 (GSK)、阿斯特捷利康 (AstraZeneca) 將成為首批使用 Cambridge-1 的製藥商，另外，蓋伊和聖托馬斯國民保健信託基金會 (Guy’s and St Thomas’ NHS Foundation Trust)、倫敦國王學院以及英國生技公司 Oxford Nanopore 的研究人員也計劃使用 Cambridge-1 的運算資源，解決更多無法克服的醫學難題，包含新冠病毒。Nvidia 先前計劃在英國劍橋建立 AI 卓越中心，作為英國 AI 研究人員、科學家和新創公司的協作樞紐，Cambridge-1 也將成為 AI 卓越中心的一部份，在未來幫助英國發展更多的超級電腦，為不同產業帶來更多支持。截至週一 (3 日) 美股盤中，Nvidia(NVDA-US) 漲幅超過 4%，報每股 543.71 美元
新冠肺炎,2020-10-06 00:49:00,https://news.cnyes.com/news/id/4529561,白宮成大毒窟！世衛：全球10%人類已感染新冠肺炎,週一 (5 日) 世界衛生組織 (WHO) 表示，到現在為止，大約有十分之一的人類已感染新冠肺炎，而白宮繼川普染疫後再度傳出有人確診。全球新冠肺炎 (COVID-19) 疫情持續蔓延，截稿前，據美國約翰霍普金斯大學 (Johns Hopkins University) 即時統計，全球確診數已飆破 3，520 萬例，死亡數突破 103 萬例。美國累計確診超過 741 萬例，累計死亡數超過 20.9 萬。世衛緊急事件規劃執行主任 Mike Ryan 表示，最佳預測顯示，全球約每十人中就有一人感染新冠病毒，這是目前確診數的 20 倍以上。Mike Ryan 稱，染疫狀況因國家而異、因城市而異、因群體而異，但這意味著世界上絕大多數國家仍然處於危險之中，我們現在正進入一個困難時期，新冠病毒繼續蔓延。白宮成為新冠大毒窟白宮目前成為新冠大毒窟，白宮玫瑰花園舉行的大法官提名記者會、首場辯論大會在場的相關人員，相繼傳出確診消息，目前已知有 27 人確診。繼美國總統川普上週證實染疫後，週一最新消息傳出，白宮新聞秘書麥肯內尼 (Kayleigh McEnany) 新冠病毒檢測呈陽性。麥肯內尼表示，她將進行隔離，並遠程辦公。上週川普確診後出現突然出現疲倦、呼吸困難等症狀，緊急送至馬里蘭州沃爾特 - 里德國家軍事醫學中心進行治療。此期間一度傳出病情惡化，血氧濃度兩度下降，使用了地塞米松 Dexamethasone 等重症病患所需的藥物，但醫療團隊仍堅稱川普情況很好。川普週日 (4 日) 短暫乘車離開軍醫院，向留守院外的支持者揮手致意。週一白宮幕僚長梅多斯 (Mark Meadows) 受訪時表示，川普總統和他的醫療團隊將在今天晚些時候做出是否出院的決定。華爾街分析投行 Raymond James 週一稱，美國住院率持續增加令人擔憂。Raymond James 健康照護政策分析師 Chris Meekins 為首的團隊於一份客戶報告提到：「美國住院率的上升是一個落後指標，這令人擔憂，並且可能表明美國下一波新冠疫情。同時，平均每日均檢測比上週增加 5% 左右，而日均確診減少約 2%，導致 7 日平均確診率從 5.0% 降至 4.7%。」Chris Meekins 稱，我們鼓勵人們採取強有力的緩解措施，以免進一步加劇美國醫療系統的壓力。Meekins 認為，全球趨勢也令人沮喪。上週全球新增確診增加 6.3%，超過 200 萬以上，而死亡人數上升 3.9%，至 39，257 人。病例再次激增之後，歐洲各國政府正在考慮採取新措施來限制人口流動
新冠肺炎,2020-10-05 21:48:00,https://news.cnyes.com/news/id/4529461,〈美股早盤〉川普病情轉好提振風險情緒 道瓊早盤漲近300點,在川普情況好轉的消息帶動下，上週五 (2 日) 一度陷入恐慌的股市出現回升，美股週一 (5 日) 開盤走高，道瓊工業指數漲近 300 點或 1.1%，那斯達克指數和標普 500 指數漲近 1%，費半漲 1.5%。儘管白宮幕僚長梅多斯 (Mark Meadows) 證實川普先前病況一度令人擔憂，白宮醫生 Sean Conley 週六 (3 日) 指出，川普狀況良好，精神狀況也不錯，最快週一 (5 日) 可出院。上週五引爆沈重賣壓後，包含蘋果 (AAPL-US)、Nvidia(NVDA-US)、Netflix(NFLX-US)、亞馬遜 (AMZN-US) 和微軟 (MSFT-US) 在內等重量級科技股週一 (5 日) 早盤均走揚。財政紓困措施方面，眾議院議長佩洛西 (Nancy Pelosi) 週日 (4 日) 表示新一輪刺激方案談判正取得進展，並稱她已向航空公司高層發表公開聲明，要求他們延後裁員，因為即將達成紓困協議。近期對新一輪紓困規模和經濟復甦放緩的擔憂，為標普 500 指數帶來沈重壓力，該指數在 9 月創下今年以來最糟糕的月度表現。MyoKardia(MYOK-US) 早盤上漲 57.74％，至 220.21 美元。生技公司 MyoKardia 同意以每股 225 美元全現金交易，總計 131 億美元價格，將公司出售給美國製造商必治妥施貴寶 (Bristol-Myers Squibb)，收購價格較上週五 (2 日) 收盤價溢價 61%。MyoKardia 主要研發項目為心臟病藥物，據了解，必治妥施貴寶希望透過本次收購，降低該公司對於癌症藥物收入的依賴，擴大產品銷售組合。Regeneron(REGN-US) 早盤上漲 5.65％，至 596.72 美元。在美國總統川普宣布確診新冠肺炎後，白宮醫師 Sean Conley 上週五 (2 日) 表示，除了服用維生素 D、鋅等藥物，川普已接受 Regeneron 的實驗性雞尾酒療法「REGN-COV-2」。AMC 娛樂控股 (AMC-US) 早盤下跌 7.53％，至 4.3 美元新冠疫情重挫全球電影產業，在英國連鎖影院電影世界 (Cineworld) 宣布，本週四 (8 日) 起全面暫停美國、英國影廳運作後，全球最大連鎖影院 AMC 週一 (5 日) 開盤走跌。最為全球第二大電影營運商，Cineworld 將關閉 536 家美國影廳和 127 家英國影廳，預計影響 4.5 萬名員工。Merck Finck Privatbankiers AG 首席策略師 Robert Greil 表示：「川普的消息可能引起更多市場波動，我認為川普病況的明確進展或是新一輪刺激方案，都將帶動投資人的風險情緒。」Jefferies 利率主管 Mohit Kumar 表示，在川普病況良好以及沒有其他重要政府官員感染病毒的情況下，市場風險情緒稍顯樂觀，不過雖然醫療人員對於川普病況感到樂觀，但其服用藥物仍屬重症藥物，實際效果可能沒有預期般好，未來將持續關注川普健康狀況和大選選情。瑞銀集團 (UBS) 全球債券業務負責人 Armin Peter 表示，驅動市場的因素基本不變，即英國脫歐談判持續、新冠肺炎感染率提升，以及美國大選及新一輪刺激方案的期望。NatWest Markets 策略師 James McCormick 表示，隨著人們認為拜登 (Joe Biden) 當選美國總統，以及由民主黨掌控國會的可能性越來越大，他們意識到，未來可能採取更大規模的紓困措施，這對股市的影響將會非常重大
新冠肺炎,2020-10-05 14:50:00,https://news.cnyes.com/news/id/4529363,川普接受非輕症患者藥物治療 醫療團隊：健康情況好轉,美國總統川普醫療團隊週日 (4 日) 表示，川普歷經兩次短暫的血氧飽和度下降，但身體狀況非常好，最快可能在週一出院。儘管白宮醫師態度樂觀，但由於對外說法反覆，引來質疑。白宮醫師 Sean Conley 表示，川普週五曾經吸氧，這與他先前說法不符。Conley 承認他做了誤導性陳述，但表示這是為了「反映川普和他的醫療團隊的樂觀態度」，他「不想提供任何可能引導病情走向另一個方向的訊息」。醫療團隊還宣布，他正在使用 dexamethasone(地塞米松) 進行治療，同時對川普週六是否吸氧仍保持迴避態度，並拒絕詳細說明對肺部的任何損害。據《CNBC》報導，dexamethasone 是一種類固醇，已顯示出對 COVID-19 重症患者有療效，但也可能對輕症患者造成副作用。波士頓大學醫學院傳染病醫生 Nahid Bhadelia 表示，此藥會抑制免疫系統，川普的醫療團隊認為，給予類固醇的好處大於風險，這意味著他的情況可能比週五或週六透露的嚴重程度更高。另一位專家 Vin Gupta 博士說，醫生的披露可能表明，川普出現肺部發炎症狀。川普還在週日晚間意外離開醫院，向支持者致意，在他的車上向他們招手。大約同一時間川普在推特上發布視訊，表示他在接受治療的過程中，對新冠病毒「了解很多」
